customer_id,current_income,emi_amount,credit_limit,credit_utilization,income_drop_pct,balance_drop_pct,emi_to_income_ratio,failed_autodebit,discretionary_spend_drop,default_next_30_days,income_stability_index,liquidity_strength_index,debt_pressure_index,behavioral_shift_index,financial_stress_score
11,108887.42774870068,10895,200810,0.2579273228703242,0.16844769053817107,0.3578151263855378,0.04758664027826522,0.0,0.28363772014955674,0,0.16844769053817107,0.3578151263855378,0.10183798771619647,0.28363772014955674,0.22217512971679623
12,142028.26030104278,24778,76641,0.370266228851674,0.4397527852236203,0.4072704204179366,0.10478126003453661,0.0,0.09872352204526728,0,0.4397527852236203,0.4072704204179366,0.15834916296207022,0.09872352204526728,0.29307543582114126
13,82284.43587126539,10986,232065,0.6576207111393597,0.3356249938233034,0.4617619482271579,0.07330475335141301,0.0,0.27956914574979985,0,0.3356249938233034,0.4617619482271579,0.24364182149692426,0.27956914574979985,0.3329522697279715
14,75876.80158787205,28893,81024,0.6782733804562051,0.8307904509664277,0.8997333624949542,0.2633948110493969,0.5,0.5404157041894124,1,0.8307904509664277,0.8997333624949542,0.48055606383520066,0.5404157041894124,0.7023926327103495
15,31780.759014821688,28944,150235,0.10625222062242112,0.23312643407448017,0.6118278435176491,0.6707880190245784,0.0,0.03992938885037208,0,0.23312643407448017,0.6118278435176491,0.2590134132156665,0.03992938885037208,0.29563412217574736
16,87526.6112226432,14435,235412,0.8829123291105958,0.7100642771068173,0.7328397823275297,0.09744984201017731,1.0,0.7877680623051652,1,0.7100642771068173,0.7328397823275297,0.6601207237069243,0.7877680623051652,0.7188130221016917
17,66174.09480236833,16938,216267,0.7570889925269622,0.8139623682468281,0.6870660827302049,0.1674355867658304,0.5,0.5590655367171239,1,0.8139623682468281,0.6870660827302049,0.47484152643093086,0.5590655367171239,0.6464787201077571
18,129681.32904334668,10745,207164,0.5029191303181859,0.26538197004441066,0.43204651491961166,0.034363973111766234,0.0,0.25143304962533014,0,0.26538197004441066,0.43204651491961166,0.17909436780998403,0.25143304962533014,0.28268642162078816
19,51032.26897427846,27301,161888,0.5039261358778118,0.33094767751327675,0.6422515575128693,0.381923979705449,0.0,0.26378102301990175,0,0.33094767751327675,0.6422515575128693,0.29528337186108694,0.26378102301990175,0.38642424020145244
20,57364.24206229021,6062,134076,0.520518465308845,0.361202373917223,0.39638052213906416,0.05190549857025089,0.0,0.18603982622849732,0,0.361202373917223,0.39638052213906416,0.19080798795969864,0.18603982622849732,0.2923658049455571
21,142716.34102547957,27361,274786,0.6549815862841464,0.3969285524030346,0.39577358333644513,0.11804790629059242,0.0,0.18523992183681537,0,0.3969285524030346,0.39577358333644513,0.2576764975249129,0.18523992183681537,0.31948907030361295
22,128540.18696314396,25559,274117,0.2600510003258995,0.44077937861177585,0.4938992740069829,0.12352483451757929,0.0,0.07634704099461295,0,0.44077937861177585,0.4938992740069829,0.12785861161449294,0.07634704099461295,0.3029426931878243
23,49000.90752071599,9964,177016,0.7959517723838145,0.6218741262331924,0.894533166122947,0.12698617556163247,1.0,0.690456041500716,1,0.6218741262331924,0.894533166122947,0.6409793159818157,0.690456041500716,0.7085315666962916
24,50795.18130067903,11970,122474,0.23988648660388628,0.2844416802520203,0.26081373299979704,0.15182337440854127,0.0,0.037726576096516966,0,0.2844416802520203,0.26081373299979704,0.13056995367080917,0.037726576096516966,0.19072374096256106
25,47474.40877340329,21633,239089,0.26271386362605936,0.3401997620539923,0.6082115689959546,0.3209645632775399,0.0,0.1457216147158149,0,0.3401997620539923,0.6082115689959546,0.1945594756345331,0.1457216147158149,0.33189701271698263
26,92931.67334305096,15209,264323,0.22876828052338966,0.18080474871100355,0.5651699518484511,0.09647862112245256,0.0,0.1789914071770492,0,0.18080474871100355,0.5651699518484511,0.10841563388194742,0.1789914071770492,0.25843610248131055
27,34397.38040583381,12350,261791,0.6829489915223268,0.7719532076872833,0.8673567679889111,0.24667528033040248,0.5,0.7405938003243094,1,0.7719532076872833,0.8673567679889111,0.47654142395090976,0.7405938003243094,0.7156792703560021
28,74376.55909242884,15478,236717,0.3427093161907602,0.29818867905106555,0.24618602898244188,0.13064538472170295,0.0,0.17727440411951906,0,0.29818867905106555,0.24618602898244188,0.1577849003041544,0.17727440411951906,0.22590421686087253
29,127666.22805940545,24729,155977,0.33384446519455696,0.35265905916314144,0.29242406588421976,0.11957342368186655,0.0,0.028845616600235068,0,0.35265905916314144,0.29242406588421976,0.15113929629214118,0.028845616600235068,0.2224576816130797
30,139144.05393064843,19369,62910,0.05885857513930115,0.40211808280328587,0.21582479873865892,0.07767776742351987,0.0,0.2685439672223123,0,0.40211808280328587,0.21582479873865892,0.045512114187607006,0.2685439672223123,0.2396784465170147
31,120465.1965578727,18046,205890,0.5142442524020769,0.3421271569798229,0.3587269226410973,0.08582756358314148,0.0,0.028968939569994953,0,0.3421271569798229,0.3587269226410973,0.20002393866173948,0.028968939569994953,0.24811965033365505
32,33130.24670937384,25618,82254,0.6248660259995842,0.45988516813926744,0.2870448223235096,0.5650954389122136,0.0,0.33024507325552094,0,0.45988516813926744,0.2870448223235096,0.3966538216372659,0.33024507325552094,0.3749392260830783
33,71511.23983482519,24019,123698,0.7960205798742412,0.6748520006511463,0.746363821166248,0.22887002733699868,0.5,0.8120868335716727,1,0.6748520006511463,0.746363821166248,0.5082968690704134,0.8120868335716727,0.6785381394688437
34,102005.36938333456,26526,152974,0.3838836706666708,0.2258448991602749,0.23963936018506427,0.1705750662299697,0.0,0.33249992485072233,0,0.2258448991602749,0.23963936018506427,0.18481957896554682,0.33249992485072233,0.24036818950587968
35,129850.76620436246,6120,94028,0.48226642895301447,0.3753133710395451,0.4738845562420764,0.006900134218706132,0.0,0.21362672583517567,0,0.3753133710395451,0.4738845562420764,0.1630555210572402,0.21362672583517567,0.3145543758037278
36,43616.37582352693,15147,280169,0.7046953829828451,0.7982080923471163,0.9054251221982894,0.23763405252252495,0.5,0.9628518618625584,1,0.7982080923471163,0.9054251221982894,0.48077647850179,0.9628518618625584,0.7785832002516665
37,28085.903668113784,6792,126589,0.8257444761969523,0.7826346492770662,0.7669451394482416,0.15657203460903388,0.5,0.8687985510881238,1,0.7826346492770662,0.7669451394482416,0.49410550360199545,0.8687985510881238,0.7238127657633038
38,40664.02148427535,11783,292602,0.812713278516507,0.8667917091968398,0.9984247681980443,0.19342163113325445,1.0,0.9490918711849481,1,0.8667917091968398,0.9984247681980443,0.6687116365499204,0.9490918711849481,0.8666399881830327
39,30474.05510097503,7717,109676,0.6336921308051127,0.3139120076316634,0.23715673664669026,0.16533740893184853,0.0,0.12432860349867991,0,0.3139120076316634,0.23715673664669026,0.2663431799123204,0.12432860349867991,0.24491430212898768
40,95454.20893476967,15093,170993,0.9563525596950975,0.6709583572556315,0.9013938673845663,0.09221968584495016,0.5,0.9813961446283602,1,0.6709583572556315,0.9013938673845663,0.5161907485133492,0.9813961446283602,0.7519628900768405
41,81311.04870845059,13356,177157,0.6352579989773031,0.35498102552469474,0.5203643483875993,0.09694005312855514,0.0,0.2544546551814244,0,0.35498102552469474,0.5203643483875993,0.2440660173686194,0.2544546551814244,0.34849283013274795
42,45192.06066865844,17880,229357,0.887941387207398,0.7105759545377699,0.9259878388003489,0.2748154688046238,1.0,0.8601474078073243,1,0.7105759545377699,0.9259878388003489,0.7209189520040074,0.8601474078073243,0.7969289656238849
43,73717.28182038815,13041,66725,0.23821870516848337,0.4429573027431413,0.45701623947545217,0.10666263803777021,0.0,0.23959825051361727,0,0.4429573027431413,0.45701623947545217,0.11496044773541786,0.23959825051361727,0.32380101272838335
44,28861.125880392552,22717,209841,0.8154053149283105,0.75388411135134,0.7564192283745719,0.575752455316191,0.5,0.5379454092162684,1,0.75388411135134,0.7564192283745719,0.6303859234148338,0.5379454092162684,0.6804556031960071
45,57487.24858703703,6252,136123,0.3278047992752909,0.28497814412101635,0.43289162225985583,0.05427241242162497,0.0,0.07361803538787734,0,0.28497814412101635,0.43289162225985583,0.1273590705656386,0.07361803538787734,0.240279723520254
46,148083.18511745866,29428,293225,0.5927564240019942,0.4004806175584341,0.37970913246702187,0.12343689329271643,0.0,0.17665815764140624,0,0.4004806175584341,0.37970913246702187,0.23873110576490356,0.17665815764140624,0.3100858763537928
47,117789.79062872012,25662,73510,0.046897496149871154,0.4295980495033903,0.4146845654588795,0.13814786018921446,0.0,0.0030285968615486897,0,0.4295980495033903,0.4146845654588795,0.061681785446361874,0.0030285968615486897,0.24857672194963715
48,74330.18717650988,23416,111916,0.6097294353873197,0.35577844503606193,0.1751274578155816,0.21284149121018694,0.0,0.014902829120821517,0,0.35577844503606193,0.1751274578155816,0.27419030886583556,0.014902829120821517,0.22204354100533716
49,22687.844209019608,20152,172744,0.6891547878423008,0.7413811851690735,0.8202650977687644,0.6534831475222806,0.5,0.6081554052898905,1,0.7413811851690735,0.8202650977687644,0.6142126451215272,0.6081554052898905,0.7026648723312731
50,47965.51510022459,16362,243555,0.7799814005930821,0.8849263627094369,0.7545526518180512,0.2329003634011475,0.5,0.7754570828977079,1,0.8849263627094369,0.7545526518180512,0.5042939213314098,0.7754570828977079,0.7352809686797379
51,84233.35519087163,20585,75559,0.16428232741467114,0.2609018665524881,0.45682035594854165,0.158533179788167,0.0,0.05232398608509144,0,0.2609018665524881,0.45682035594854165,0.10760516906761271,0.05232398608509144,0.2298417384368033
52,116783.0690276453,11924,214202,0.3398896900775961,0.3290121113106429,0.3527007733949598,0.04915976555110096,0.0,0.00199519334301855,0,0.3290121113106429,0.3527007733949598,0.12968315187623236,0.00199519334301855,0.21969865337959463
53,115877.2278817764,14882,247744,0.23166167620771722,0.29258670012675964,0.44040642170546795,0.06939690946549751,0.0,0.20688127614069474,0,0.29258670012675964,0.44040642170546795,0.10035286189107158,0.20688127614069474,0.26434208616530175
54,97433.7623485902,27737,117889,0.7137670903155091,0.8497948296168607,0.8371617050452906,0.18950929764624985,0.5,0.9755020332761702,1,0.8497948296168607,0.8371617050452906,0.46775879598725295,0.9755020332761702,0.7762689807984282
55,147976.74491259464,5988,103268,0.5097194701113397,0.1659461861026628,0.3743421593169449,0.0017763417407773395,0.0,0.20864991413997955,0,0.1659461861026628,0.3743421593169449,0.17049860395070568,0.20864991413997955,0.2277240294757074
56,82145.2734593388,11059,288260,0.9233193893655918,0.6909724972430165,0.7037784781734499,0.07416178214413008,1.0,0.8899778527355191,1,0.6909724972430165,0.7037784781734499,0.6658270571699073,0.8899778527355191,0.727688703555848
57,41958.138325748296,22162,214053,0.9884534829037142,0.7079019429445399,0.9468114896011289,0.3767103190699807,0.5,0.8532825439282286,1,0.7079019429445399,0.9468114896011289,0.621721267324565,0.8532825439282286,0.7751602809004312
58,32758.434620268417,23440,286293,0.49000451815903917,0.4020837166610843,0.2486059786405061,0.5207314765397802,0.0,0.02708181221463474,0,0.4020837166610843,0.2486059786405061,0.3369119982329398,0.02708181221463474,0.2724209716596137
59,109753.80345139575,12179,191398,0.13364400862093995,0.33804746177883677,0.4065840541874089,0.05597285002996686,0.0,0.2266563218110292,0,0.33804746177883677,0.4065840541874089,0.06320561955030227,0.2266563218110292,0.26419292133028466
60,139635.4048256557,21309,105230,0.4003422625359088,0.32678754203617816,0.6109543165242574,0.08798153411155052,0.0,0.2642401360381019,0,0.32678754203617816,0.6109543165242574,0.16277459888248644,0.2642401360381019,0.3443165186701598
61,49779.47049426685,17201,79426,0.7245469617005098,0.8191096297325194,0.9966976371543815,0.23630124044004613,0.5,0.6560774486460307,1,0.8191096297325194,0.9966976371543815,0.48694940071351867,0.6560774486460307,0.7478601381159371
62,96186.66160833112,25740,289614,0.4733854517435116,0.4651307359188969,0.34851302258312405,0.1763863614613622,0.0,0.05555841220984702,0,0.4651307359188969,0.34851302258312405,0.2165906044016246,0.05555841220984702,0.29192680996382564
63,110737.14493888916,14499,266184,0.02634416915508475,0.10128917877902979,0.3922421293844802,0.07132078577121198,0.0,0.04057794661349455,0,0.10128917877902979,0.3922421293844802,0.032554984975432244,0.04057794661349455,0.14470162154638594
64,119138.2501988206,15724,209476,0.29721225200265994,0.41694582833352617,0.39893085038150844,0.07212753394280694,0.0,0.28930743401999603,0,0.41694582833352617,0.39893085038150844,0.1231132619818223,0.28930743401999603,0.31345626339488974
65,141151.77457656444,22582,98320,0.40518509318163126,0.33786274804904753,0.46933292496653833,0.09365424040909978,0.0,0.10592549887448767,0,0.33786274804904753,0.46933292496653833,0.16627977786357703,0.10592549887448767,0.2814470998971406
66,94942.15796774432,12848,268200,0.36468627845017326,0.3031057270966269,0.4559360263288894,0.07469771112534626,0.0,0.0017860791847114212,0,0.3031057270966269,0.4559360263288894,0.1464613298585065,0.0017860791847114212,0.24188827301277935
67,37513.6472752579,28616,77723,0.5782455913491131,0.27820954942889853,0.48836584090295126,0.5570733734295995,0.0,0.17292959503048003,0,0.27820954942889853,0.48836584090295126,0.3784396549262376,0.17292959503048003,0.33475015779206274
68,142916.0837979959,6177,185832,0.25456281394358266,0.2076411382636019,0.40217750163181365,0.0038944807546927446,0.0,0.0655979189573048,0,0.2076411382636019,0.40217750163181365,0.0861524315660918,0.0655979189573048,0.1974944085700179
69,150401.39964059423,9882,227953,0.1236257245914062,0.32006496991493527,0.32076064994409514,0.02117799895607972,0.0,0.09831281797289729,0,0.32006496991493527,0.32076064994409514,0.04826790784916197,0.09831281797289729,0.20793919401737435
70,78913.50165723418,29489,255244,0.6067502054274228,0.42081758379015716,0.6685611314176257,0.25793625235425893,0.0,0.25656806605873866,0,0.42081758379015716,0.6685611314176257,0.2882288192605606,0.25656806605873866,0.4167563760183415
71,147793.30945428708,8225,177834,0.11951376562884841,0.2769418551732786,0.4870566289698469,0.013450555517055984,0.0,0.10397850232286972,0,0.2769418551732786,0.4870566289698469,0.044321440381968134,0.10397850232286972,0.23672277435451128
72,90106.06451057464,5987,90390,0.8858882923442286,0.6094519244519476,0.871460450836028,0.021746666426305697,1.0,0.5959244971098615,1,0.6094519244519476,0.871460450836028,0.6358783195901782,0.5959244971098615,0.6788551693641082
73,61997.32683336957,26856,191178,0.6667563984223992,0.4031111713037429,0.6392072639927726,0.30367020176836335,0.0,0.1486813770323215,0,0.4031111713037429,0.6392072639927726,0.32347553339692087,0.1486813770323215,0.3913403261450105
74,64493.8133278138,5661,225915,0.7125542178695108,0.7008749315821078,0.8486087015050945,0.03814531802763572,1.0,0.7534430075916276,1,0.7008749315821078,0.8486087015050945,0.5835665119657155,0.7534430075916276,0.7189948843606604
75,38287.877366551,24169,168413,0.3356601356725431,0.3725351472107679,0.3348561520051193,0.45592947690048063,0.0,0.13228675559896252,0,0.3725351472107679,0.3348561520051193,0.2638632041910079,0.13228675559896252,0.2878977343320547
76,53727.97983284146,26932,84594,0.0887560825473116,0.401489688039703,0.42350022453332803,0.3560103115235421,0.0,0.28726441586633195,0,0.401489688039703,0.42350022453332803,0.14825546469028458,0.28726441586633195,0.32083871189108043
77,87824.01455526659,13286,55901,0.7340106384984142,0.8581118822073399,0.809210783841362,0.08696314515896067,0.5,0.5290587424645437,1,0.8581118822073399,0.809210783841362,0.4403245945524583,0.5290587424645437,0.6756291577535658
78,128450.68084709565,22073,227404,0.35300000462039444,0.2784726706296657,0.5533425411968825,0.10276873354645691,0.0,0.14192364070401006,0,0.2784726706296657,0.5533425411968825,0.15192291272228378,0.14192364070401006,0.2882428928094933
79,45252.00047520337,14700,82371,0.0918270978411515,0.4515418516393653,0.48232067834902426,0.22039104935934808,0.0,0.1783401758355139,0,0.4515418516393653,0.48232067834902426,0.10407271573349985,0.1783401758355139,0.3177289391795434
80,126066.8009540612,27740,109353,0.6398670872597041,0.2789364113776437,0.1633895633852268,0.13982323518423503,0.0,0.2622221443721392,0,0.2789364113776437,0.1633895633852268,0.2598967741479797,0.2622221443721392,0.24194693667102257
81,66995.32510487939,11272,245713,0.02545891103788106,0.14523836718533056,0.45422522258234055,0.10000917797627767,0.0,0.24865392929413763,0,0.14523836718533056,0.45422522258234055,0.04182269633805291,0.24865392929413763,0.21731427574452505
82,48275.46298236451,12788,78082,0.8854242662816585,0.6285408577832581,0.8691564112015348,0.17430447115233172,1.0,0.7391484481792162,1,0.6285408577832581,0.8691564112015348,0.68657624581133,0.7391484481792162,0.7253251112240369
83,37847.2108882325,29945,96857,0.10962619648555827,0.26684929330995294,0.35796001809765077,0.578899238313041,0.0,0.09114899188049985,0,0.26684929330995294,0.35796001809765077,0.22950847826619977,0.09114899188049985,0.2451517104600485
84,44879.84547847176,19036,126971,0.18038797278045848,0.340706144272762,0.6261363730342824,0.2967321904593691,0.0,0.17975583504219925,0,0.340706144272762,0.6261363730342824,0.15904005441327587,0.17975583504219925,0.33445711715215803
85,78991.92487885446,24921,194129,0.29054802459038337,0.3684226432745607,0.46522424284037217,0.2131960003298811,0.0,0.053493402175474505,0,0.3684226432745607,0.46522424284037217,0.1679146749734215,0.053493402175474505,0.27951020287091155
86,134636.4438377029,27656,105147,0.557714357323327,0.30456982245911357,0.3083946205278763,0.12857689518855403,0.0,0.0035440982623795975,0,0.30456982245911357,0.3083946205278763,0.22876375083729364,0.0035440982623795975,0.22636935923150245
87,39342.798156897145,24873,90372,0.06227653047848308,0.3894851439325702,0.3105078332345354,0.4566736836937537,0.0,0.19597457723857512,0,0.3894851439325702,0.3105078332345354,0.17298340472407894,0.19597457723857512,0.2769132681171397
88,94829.75036537746,8292,275805,0.5257093890145315,0.35289264920392704,0.5147542271431467,0.03788783146032423,0.0,0.23580913425175778,0,0.35289264920392704,0.5147542271431467,0.18786574015828525,0.23580913425175778,0.3286846134368876
89,52043.89411307171,22251,295439,0.7983275161638745,0.6103704176771234,0.8485952250020031,0.2993368183849533,0.5,0.9752265709824516,1,0.6103704176771234,0.8485952250020031,0.5325547781829426,0.9752265709824516,0.7234439402958638
90,128399.2279987201,27008,276876,0.3325175773961771,0.47112136229725476,0.43428219821874514,0.13236792669366887,0.0,0.14551349803626018,0,0.47112136229725476,0.43428219821874514,0.1549618346966153,0.14551349803626018,0.3177501165252686
91,94203.47158400455,15851,92821,0.022506304757546225,0.38910778377678507,0.5469620387550082,0.10001908885557337,0.0,0.0207548956022532,0,0.38910778377678507,0.5469620387550082,0.040841797871039864,0.0207548956022532,0.26783427340999816
92,46511.93770041355,22258,153864,0.6560868569157148,0.3148358129398372,0.1971811295106242,0.33854306399334255,0.0,0.048197927032992485,0,0.3148358129398372,0.1971811295106242,0.33154330696968576,0.048197927032992485,0.23627143840862713
93,94940.83825392109,6753,172788,0.8321062093429397,0.7534661097386914,0.8886178537912812,0.025347881917808054,0.5,0.5704653217959372,1,0.7534661097386914,0.8886178537912812,0.45248469708691585,0.5704653217959372,0.6754085350003441
94,42549.53212683153,18368,118673,0.34787234724354105,0.4915556256928346,0.4308011632751331,0.302521059738612,0.0,0.06817417383548165,0,0.4915556256928346,0.4308011632751331,0.21679780232738435,0.06817417383548165,0.3230012638755761
95,85389.27837239794,23133,196011,0.7892310876930515,0.8315321419862823,0.8725420511225002,0.17892900521057195,0.5,0.7888278780485645,1,0.8315321419862823,0.8725420511225002,0.4893866976345412,0.7888278780485645,0.747707405394858
96,38461.11112157726,11710,202456,0.24359070501976382,0.3511106706169013,0.47314154790434154,0.20472101303197826,0.0,0.2441289749634364,0,0.3511106706169013,0.47314154790434154,0.1494372393505807,0.2441289749634364,0.30980369299148824
97,48135.67964106356,25074,271796,0.0196600660093717,0.4392754698187311,0.31115237146990393,0.37110581630603057,0.0,0.2742430127695923,0,0.4392754698187311,0.31115237146990393,0.1302552941051341,0.2742430127695923,0.29698315989329727
98,57307.03979743667,28172,82994,0.16364897845714832,0.2929856106442629,0.19863303573700578,0.34857794880987986,0.0,0.03752173864309218,0,0.2929856106442629,0.19863303573700578,0.17074230908900936,0.03752173864309218,0.18774386712840108
99,128980.3998462046,29765,145648,0.21774405457185303,0.22221951136901366,0.4760469098261773,0.14807134098449068,0.0,0.22868973200443515,0,0.22221951136901366,0.4760469098261773,0.12193846518544789,0.22868973200443515,0.2619001435644974
100,31681.66623308892,6958,126229,0.15589494254062503,0.25031757715961045,0.34765509585475957,0.13950053166891846,0.0,0.2690544552291587,0,0.25031757715961045,0.34765509585475957,0.09846515806984783,0.2690544552291587,0.24043622767486672
101,60123.61587505128,28758,191521,0.8778691018173368,0.7188684478558454,0.6908157504699967,0.33836681787467776,0.5,0.6523781940114921,1,0.7188684478558454,0.6908157504699967,0.5720786398973382,0.6523781940114921,0.6618597707508858
102,107566.30488796374,22915,128610,0.12412475260833455,0.38712631056001123,0.4825289161590364,0.13443386970773755,0.0,0.026194686658524396,0,0.38712631056001123,0.4825289161590364,0.0861862074386907,0.026194686658524396,0.26355561139914
103,49016.14652856373,14277,147136,0.8188945170133561,0.6407072668233168,0.9300317588734034,0.19457982352084974,0.5,0.851361165225607,1,0.6407072668233168,0.9300317588734034,0.5044914468447353,0.851361165225607,0.7211152145216511
104,36080.2770934848,23230,198934,0.827098673907297,0.8325247168867632,0.9191100466007747,0.46561392872391827,1.0,0.6403417357392196,1,0.8325247168867632,0.9191100466007747,0.764237534210405,0.6403417357392196,0.7986626574166678
105,77049.12996501748,10808,187868,0.6848047917691047,0.8939123759846322,0.8616200871626822,0.07850267809080941,0.5,0.5657290770396097,1,0.8939123759846322,0.8616200871626822,0.4211024899533047,0.5657290770396097,0.7020001724823084
106,61665.06850289733,25012,242512,0.8694890149610173,0.7431489417939051,0.8043449413030338,0.2824765440345415,1.0,0.8756383820063167,1,0.7431489417939051,0.8043449413030338,0.7173218529985196,0.8756383820063167,0.7784890575148232
107,134128.82033577608,21715,225481,0.6044475985028697,0.3953449239880562,0.44580118214602604,0.09512466566048458,0.0,0.0220187069909648,0,0.3953449239880562,0.44580118214602604,0.23319075472111808,0.0220187069909648,0.29275520281139583
108,23283.09574025598,11439,72785,0.7984637075804402,0.8034203727451176,0.8579553881324945,0.34834971333003806,0.5,0.9288416584289728,1,0.8034203727451176,0.8579553881324945,0.5489378069701595,0.9288416584289728,0.7785177422849933
109,44277.15892392679,26544,118670,0.9516730270222449,0.8165059087653979,0.7623926189151145,0.43152382729880145,1.0,0.9940921247548765,1,0.8165059087653979,0.7623926189151145,0.7943989514403488,0.9940921247548765,0.8329680901694605
110,129643.90696759411,22438,229587,0.40383811188658897,0.2166837363183129,0.42493869725742267,0.10371720734252532,0.0,0.275492912120741,0,0.2166837363183129,0.42493869725742267,0.16918510640970474,0.275492912120741,0.2686346542364239
111,47602.51600323217,25538,113918,0.38878436746566886,0.3750547281973552,0.2826323333641345,0.3830840149873901,0.0,0.04627473430681546,0,0.3750547281973552,0.2826323333641345,0.25728946081768633,0.04627473430681546,0.25675181386602486
112,80626.90172071267,10004,108478,0.23673714289982944,0.3896612734604321,0.22047368867162634,0.06605187635287377,0.0,0.15272024652508703,0,0.3896612734604321,0.22047368867162634,0.1009296730842344,0.15272024652508703,0.22779327178211223
113,78583.42981775862,17021,236762,0.8224890068758979,0.6472637003178758,0.8746502932416472,0.13717551616549908,1.0,0.9138168070654582,1,0.6472637003178758,0.8746502932416472,0.6532215076804656,0.9138168070654582,0.7589104217389826
114,36489.474020906506,24203,91862,0.3540292366452514,0.40414761944003724,0.637196176564597,0.480562101793744,0.0,0.2643861398190934,0,0.40414761944003724,0.637196176564597,0.27819711281299847,0.2643861398190934,0.40296983614022874
115,59058.47211538003,17306,172225,0.4843514557861109,0.376655315394463,0.5256736748970461,0.19593299817626578,0.0,0.09333049940055145,0,0.376655315394463,0.5256736748970461,0.22676148465412557,0.09333049940055145,0.3197714843862421
116,39253.87292932432,7014,182453,0.18820658121613765,0.35280737236236975,0.46774922001024527,0.10802899508415992,0.0,0.2677497532375306,0,0.35280737236236975,0.46774922001024527,0.09874519210009919,0.2677497532375306,0.30101576538380315
117,100378.9978896996,25349,285062,0.41846701492356836,0.3243740797504571,0.45737643160790653,0.16480013865006832,0.0,0.023796399553631095,0,0.3243740797504571,0.45737643160790653,0.19442238452454555,0.023796399553631095,0.26502120786897637
118,30411.92215336213,17145,261981,0.5014282862507977,0.22193515697722793,0.4037948097456414,0.4040512543675041,0.0,0.1057505428168383,0,0.22193515697722793,0.4037948097456414,0.30182651353943396,0.1057505428168383,0.2641359864778049
119,82958.73633939556,28545,297644,0.25271362223328114,0.3426768555034227,0.45131498667225745,0.235180939433154,0.0,0.3120384898064217,0,0.3426768555034227,0.45131498667225745,0.1626315205554784,0.3120384898064217,0.3186973814192451
120,108620.9575771059,15640,82441,0.8147026359897702,0.639887229405969,0.7284970446545163,0.08135685384479288,0.5,0.5554711331570343,1,0.639887229405969,0.7284970446545163,0.4653531632781877,0.5554711331570343,0.6015229474363736
121,107026.67196581973,11093,173106,0.8857351668284754,0.5967267664041237,0.8640357263343381,0.05034609515161662,0.5,0.8411390802726073,0,0.5967267664041237,0.8640357263343381,0.478693753993364,0.8411390802726073,0.6829282160576842
122,64642.46390681053,22845,104336,0.8252069810994009,0.7187052012344737,0.8653324888743041,0.24234459764701066,1.0,0.5208035266993113,1,0.7187052012344737,0.8653324888743041,0.6891838595821372,0.5208035266993113,0.7084013528243147
123,36300.26825784369,17096,201379,0.6776853777667848,0.5035237364454507,0.8596362523341403,0.33271365077050996,0.5,0.9149391409773007,0,0.5035237364454507,0.8596362523341403,0.503466342845765,0.9149391409773007,0.6748205979240717
